100% Pascal Sensei - Kanpeki Paint Bombers (Japan);https://tinyurl.com/yrsk3gud
12-Sai. Honto no Kimochi (Japan);https://tinyurl.com/ykjhq2ot
12-Sai. Koisuru Diary (Japan);https://tinyurl.com/yor9ne9v
12-Sai. Torokeru Puzzle Futari no Harmony (Japan);https://tinyurl.com/yus6u67u
2in1 - Life with Horses 3D + My Baby Pet Hotel 3D (Europe) (En,Fr,De,Es,It,Nl);https://tinyurl.com/yms4c3s8
2in1 - My Vet Practice 3D - In the Country + My Baby Pet Hotel 3D (Europe) (En,Fr,De,Es,It,Nl);https://tinyurl.com/ym7za97w
2in1 Horses 3D - My Foal 3D + My Riding Stables 3D - Rivals in the Saddle (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da);https://tinyurl.com/yvq2gelr
2in1 Horses 3D Vol.2 - Rivals in the Saddle and Jumping for the Team 3D (Europe) (En,Fr,De,Es,It);https://tinyurl.com/yty6b2ny
2in1 Horses 3D Vol.3 - My Riding Stables 3D - Jumping for the Team and My Western Horse 3D (Europe) (En,Fr,De,It,Nl);https://tinyurl.com/yw52k8pd
35 Classic Games (Europe) (En,Fr,Es,It);https://tinyurl.com/yt8ymmtq
3D Game Collection - 55-en-1 (France);https://tinyurl.com/ywylef5h
3D Game Collection - 55-in-1 (Europe);https://tinyurl.com/yllmrrul
3D Game Collection - 55-in-1 (Germany) (Fr,De);https://tinyurl.com/2x2v6h6a
3D MahJongg (Europe) (En,Fr,De,Nl);https://tinyurl.com/ylt6do84
3in1 Horses - My Riding Stables 3D - Jumping for the Team + Riding Star 3D + My Western Horse 3D (Europe) (En,Fr,De,Es,It,Nl);https://tinyurl.com/yqf356oq
4 Elements (Europe) (En,Fr,De,Nl);https://tinyurl.com/ywto2639
50 Classic Games (Europe) (En,Fr,Es,It);https://tinyurl.com/yv4e2fsb
50 Classic Games 3D (Europe) (En,Fr,De,Es,It,Nl);https://tinyurl.com/yr63crvv
50 Classic Games 3D (USA) (En,Fr,Es);https://tinyurl.com/yqpcmkze
7th Dragon III Code - VFD (Europe);https://tinyurl.com/yulwps4t
7th Dragon III Code - VFD (Japan);https://tinyurl.com/yol2j36u
7th Dragon III Code - VFD (USA);https://tinyurl.com/yrsdy2t5
A-Ressha de Ikou 3D (Japan);https://tinyurl.com/2x8o6x6s
A-Ressha de Ikou 3D NEO (Japan);https://tinyurl.com/ymlu7pp7
AKB48+Me (Japan);https://tinyurl.com/ykltjp5z
AR Games (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk);https://tinyurl.com/ypelmrsw
Ace Combat - Assault Horizon Legacy (Europe) (En,Fr,De,Es,It);https://tinyurl.com/yvme87xn
Ace Combat - Assault Horizon Legacy (USA) (En,Fr,Es);https://tinyurl.com/yv59c6xa
Ace Combat - Assault Horizon Legacy+ (Europe) (En,Fr,De,Es,It);https://tinyurl.com/2xyxhms4
Ace Combat - Assault Horizon Legacy+ (USA) (En,Fr,Es);https://tinyurl.com/yoybqvok
Ace Combat 3D - Cross Rumble (Japan);https://tinyurl.com/ykufhpm8
Ace Combat 3D - Cross Rumble+ (Japan);https://tinyurl.com/ytz44mm6
Acrylic Palette - Irodori Cafe - Cheers (Japan);https://tinyurl.com/ypjqfypq
Adventure Time - Explore the Dungeon because I DON'T KNOW! (Europe) (En,Fr,De,Es,It);https://tinyurl.com/yk7oommz
Adventure Time - Explore the Dungeon because I DON'T KNOW! (USA);https://tinyurl.com/yw9j56zg
Adventure Time - Finn & Jake Investigations (Europe) (En,Fr,De,Es,It);https://tinyurl.com/yksaqh9r
Adventure Time - Finn & Jake Investigations (USA);https://tinyurl.com/ymxyocug
Adventure Time - Hey Ice King! Why'd You Steal Our Garbage!! (USA) (Rev 1);https://tinyurl.com/ypoh2dk4
Adventure Time - Hey Ice King! Why'd You Steal Our Garbage!! (USA);https://tinyurl.com/yuh95gaz
Adventure Time - Nameless Oukoku no Sannin no Princess (Japan);https://tinyurl.com/ynf26mbq
Adventure Time - The Secret of the Nameless Kingdom (Europe);https://tinyurl.com/ywpxer8v
Adventure Time - The Secret of the Nameless Kingdom (USA);https://tinyurl.com/yosc2zg5
Adventures of Tintin, The - The Game (USA) (En,Fr,Es,Pt);https://tinyurl.com/yqachruf
Adventures of Tintin, The - The Secret of the Unicorn (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi,Ca);https://tinyurl.com/yqo382aw
Aikatsu Stars! My Special Appeal (Japan);https://tinyurl.com/yo4bru9x
Aikatsu! 2-ri no My Princess (Japan);https://tinyurl.com/2x95as9b
Aikatsu! 365-nichi no Idol Days (Japan);https://tinyurl.com/ytarl7cv
Aikatsu! Cinderella Lesson (Japan);https://tinyurl.com/yu7ruplt
Aikatsu! My No.1 Stage! (Japan);https://tinyurl.com/ys58dlka
Alien Chaos 3D (USA);https://tinyurl.com/ywvxgoao
All Kamen Rider - Rider Revolution (Japan);https://tinyurl.com/yvmsd236
Alliance Alive, The (Japan);https://tinyurl.com/ywrjauns
Alliance Alive, The (USA);https://tinyurl.com/yr7crd6d
Amazing Spider-Man 2, The (Europe) (En,Fr,De,Es,It);https://tinyurl.com/yn26q538
Amazing Spider-Man 2, The (USA);https://tinyurl.com/ysfhv2dv
Amazing Spider-Man, The (Europe) (En,Es,It);https://tinyurl.com/ywpsohdu
Amazing Spider-Man, The (Europe) (Fr,De);https://tinyurl.com/yvhnks6c
Amazing Spider-Man, The (USA) (En,Fr,Es);https://tinyurl.com/ytlwfbbz
American Mensa Academy (USA);https://tinyurl.com/yr28269j
Andro Dunos 2 (Europe);https://tinyurl.com/ytzz9hom
Andro Dunos 2 (USA);https://tinyurl.com/yvl4qlq8
Angler's Club - Ultimate Bass Fishing 3D (Europe) (En,Fr,Es);https://tinyurl.com/yve9fyjg
Angry Birds Star Wars (Europe) (En,Fr,De,Es,It);https://tinyurl.com/2xgsw5l2
Angry Birds Star Wars (USA) (En,Fr,Es,Pt);https://tinyurl.com/ytbpjf6x
